id	filename	md5	size	state
018a0b6f-1539-460b-9e72-60ac31cc998c	018a0b6f-1539-460b-9e72-60ac31cc998c/2ceae28e-994a-4358-bf08-358db717a27e.wxs.aliquot_ensemble_masked.maf.gz	2201166f6e7e9a8e199c175fb067fbae	42676	validated
02b96d4b-efcb-4b07-af3e-b04175e62f33	02b96d4b-efcb-4b07-af3e-b04175e62f33/33293687-67e0-4ad4-9b35-2abe04d69d79.wxs.aliquot_ensemble_masked.maf.gz	e0403e29b161737e104acaa066b2a27c	66747	validated
02f6644c-2336-43b6-85fb-2a433022c8a4	02f6644c-2336-43b6-85fb-2a433022c8a4/8b39f534-2f8e-4d67-b7a3-c3d144b43255.wxs.aliquot_ensemble_masked.maf.gz	76205c1b12f0019898f3683ed82f2bc3	49362	validated
0396004e-a227-4439-8626-d0f8680ff2aa	0396004e-a227-4439-8626-d0f8680ff2aa/76bfa3fa-c1c5-4edb-a7e9-2774e847da02.wxs.aliquot_ensemble_masked.maf.gz	3d86ae6e8d3ee93ab33e71084d91467b	24241	validated
03fe9243-ed22-4954-ac8a-d0023c7789de	03fe9243-ed22-4954-ac8a-d0023c7789de/73e0fa9d-e35b-40e1-abb1-cc1095b7e16f.wxs.aliquot_ensemble_masked.maf.gz	aeeb57c89debab7e6e79b75c1a1fa509	44124	validated
0416bde7-8818-4292-8a4f-b4e9c372e8df	0416bde7-8818-4292-8a4f-b4e9c372e8df/b5d7b337-1af5-4147-a3bd-33964fd7f3e7.wxs.aliquot_ensemble_masked.maf.gz	ca1e259781d8cfa63d3ccaf8908c7b0a	28111	validated
04f946eb-fc16-40d4-8119-192fdf011fff	04f946eb-fc16-40d4-8119-192fdf011fff/d0229ea8-c1b0-4797-a8b3-74242dd9e3eb.wxs.aliquot_ensemble_masked.maf.gz	c16733076ad7cb057a9e0b155c291226	51509	validated
052d2c87-f3f3-4fb1-8222-13132916ac2a	052d2c87-f3f3-4fb1-8222-13132916ac2a/9272e9d4-2c4a-4245-ba72-31ab67c7543e.wxs.aliquot_ensemble_masked.maf.gz	d446656843a14f5e9bfbcfbe352eaab8	39530	validated
05850006-0bd4-4d56-9175-c6f8f0d1bf9b	05850006-0bd4-4d56-9175-c6f8f0d1bf9b/c23fcb2e-7db6-44c5-8311-709f5bc6d107.wxs.aliquot_ensemble_masked.maf.gz	60d6776c726c5c751dba70efa6135389	7152	validated
05c5d2d1-aed1-4007-bc97-ee315535c5a7	05c5d2d1-aed1-4007-bc97-ee315535c5a7/f09f6697-7e89-4ef8-b77b-097b14d23bc4.wxs.aliquot_ensemble_masked.maf.gz	e34b3df315585f4bb1f9b7c351aa3a9b	53368	validated
062726bd-3aef-4710-859d-e9d07c3780a6	062726bd-3aef-4710-859d-e9d07c3780a6/e764810e-3bc5-4065-8d3e-7346d83ff3a5.wxs.aliquot_ensemble_masked.maf.gz	6203bc0cebd7fd51fcdca2dbcc244826	27807	validated
07c9baae-a62e-4f16-ad96-b926f0e6b1e3	07c9baae-a62e-4f16-ad96-b926f0e6b1e3/9e058e4c-541e-42f6-ba88-4e3c9cc15187.wxs.aliquot_ensemble_masked.maf.gz	ebede3771f65e659d54752a1337d329f	40298	validated
0837638c-68eb-45df-9e24-a0e86ff00933	0837638c-68eb-45df-9e24-a0e86ff00933/a6b4ff14-558f-45bd-a785-1f5c24332259.wxs.aliquot_ensemble_masked.maf.gz	0b2b1f6daf097841655493eef924fe39	46278	validated
0845d618-0bf4-423b-9e09-e6a2d7320551	0845d618-0bf4-423b-9e09-e6a2d7320551/138c840b-4afa-40a6-b426-01a34f32ebf8.wxs.aliquot_ensemble_masked.maf.gz	6dbdfd76b2063628ae55327e0c84be62	30594	validated
